Premier League,jornada-19,Liverpool,Mohamed Salah Ghaly,13
Premier League,jornada-19,Tottenham,Harry Kane,12
Premier League,jornada-19,Tottenham,Heung-Min Son,12
Premier League,jornada-19,Leicester City,Jamie Vardy,11
Premier League,jornada-19,Man City,Ederson Moraes,12
Premier League,jornada-19,Liverpool,Alisson,14
Premier League,jornada-19,Chelsea,Edouard Mendy,14
Premier League,jornada-19,Arsenal,Bernd Leno,20
Premier League,jornada-20,Liverpool,Mohamed Salah Ghaly,13
Premier League,jornada-20,Tottenham,Harry Kane,12
Premier League,jornada-20,Tottenham,Heung-Min Son,12
Premier League,jornada-20,Leicester City,Jamie Vardy,11
Premier League,jornada-20,Man City,Ederson Moraes,12
Premier League,jornada-20,Liverpool,Alisson,14
Premier League,jornada-20,Chelsea,Edouard Mendy,14
Premier League,jornada-20,Arsenal,Bernd Leno,20
Premier League,jornada-21,Liverpool,Mohamed Salah Ghaly,13
Premier League,jornada-21,Tottenham,Harry Kane,12
Premier League,jornada-21,Tottenham,Heung-Min Son,12
Premier League,jornada-21,Leicester City,Jamie Vardy,11
Premier League,jornada-21,Man City,Ederson Moraes,12
Premier League,jornada-21,Liverpool,Alisson,14
Premier League,jornada-21,Chelsea,Edouard Mendy,14
